journal,article_nr,n_chars,n_words
journal_2,1906,147375,21325
journal_2,1907,87763,12259
journal_2,1908,89510,13265
journal_2,1909,10258,1271
journal_2,191,56076,8048
journal_2,1910,11994,1547
journal_2,1911,107721,15663
journal_2,1912,53209,7565
journal_2,1913,71137,10316
journal_2,1914,84863,12337
journal_2,1915,124938,18248
journal_2,1916,108862,15780
journal_2,1917,114119,15299
journal_2,1918,83688,11717
journal_2,1919,51675,7536
journal_2,192,7733,952
journal_2,1920,109399,15497
journal_2,1921,84108,12093
journal_2,1922,121681,17424
journal_2,1923,101674,14692
journal_2,1924,91800,13518
journal_2,1925,109262,16035
journal_2,1926,81884,11677
journal_2,1927,90690,13335
journal_2,1928,118496,16044
journal_2,1929,111673,15813
journal_2,193,68519,10330
journal_2,1930,64823,9195
journal_2,1931,95457,14111
journal_2,1932,75802,10780
journal_2,1933,61732,8086
journal_2,1934,110306,16577
journal_2,1935,10264,1271
journal_2,1936,96133,13817
journal_2,1937,141889,20440
journal_2,1938,64828,9755
journal_2,1939,134541,19617
journal_2,194,66812,8993
journal_2,1940,70165,10373
journal_2,1941,78539,11114
journal_2,1942,70461,10231
journal_2,1943,80265,11521
journal_2,1944,54262,7646
journal_2,1945,87295,12527
journal_2,1946,114624,16266
journal_2,1947,53250,7676
journal_2,1948,101053,14280
journal_2,1949,103247,14064
journal_2,195,57582,8441
journal_2,1950,92690,13345
journal_2,1951,85549,11996
journal_2,1952,113227,15917
journal_2,1953,109661,15428
journal_2,1954,79752,11001
journal_2,1955,81558,12159
journal_2,1956,80911,10087
journal_2,1957,93695,13242
journal_2,1958,148229,19930
journal_2,1959,122575,16620
journal_2,196,37500,5315
journal_2,1960,102198,14511
journal_2,1961,10248,1278
journal_2,1962,89179,13052
journal_2,1963,79961,11607
journal_2,1964,97829,13074
journal_2,1965,81410,11392
journal_2,1966,112862,16044
journal_2,1967,69643,10032
journal_2,1968,74708,9586
journal_2,1969,94848,13898
journal_2,197,48618,6976
journal_2,1970,89213,12710
journal_2,1971,14132,1938
journal_2,1972,67338,9412
journal_2,1973,96580,13695
journal_2,1974,70990,10456
journal_2,1975,128093,17724
journal_2,1976,84955,12285
journal_2,1977,92155,12769
journal_2,1978,91060,12108
journal_2,1979,124361,18950
journal_2,198,70241,9466
journal_2,1980,76849,10265
journal_2,1981,72226,9745
journal_2,1982,66796,9952
journal_2,1983,101962,13543
journal_2,1984,56386,8182
journal_2,1985,84506,12251
journal_2,1986,87239,12206
journal_2,1987,64267,8800
journal_2,1988,69383,9957
journal_2,1989,87384,12357
journal_2,199,65002,9320
journal_2,1990,108801,15751
journal_2,1991,90802,13082
journal_2,1992,134134,19254
journal_2,1993,66647,9071
journal_2,1994,68970,8881
journal_2,1995,92365,13294
journal_2,1996,113735,16138
journal_2,1997,76212,10687
journal_2,1998,13594,1808
journal_2,1999,69450,10204
journal_2,2,33073,4584
journal_2,20,64908,9218
journal_2,200,60450,8829
journal_2,2000,74364,10913
journal_2,2001,10288,1280
journal_2,2002,50330,7330
journal_2,2003,75258,10884
journal_2,2004,100388,14063
journal_2,2005,52411,7324
journal_2,2006,84299,12254
journal_2,2007,78838,10765
journal_2,2008,67402,9379
journal_2,2009,79380,11691
journal_2,201,5049,619
journal_2,2010,57633,8459
journal_2,2011,129533,17616
journal_2,2012,123657,18062
journal_2,2013,79360,11434
journal_2,2014,73900,11020
journal_2,2015,18551,2524
journal_2,2016,10257,1279
journal_2,2017,73421,10519
journal_2,2018,67424,10090
journal_2,2019,92936,13361
journal_2,202,7434,917
journal_2,2020,119755,17830
journal_2,2021,83413,12455
journal_2,2022,21025,2891
journal_2,2023,86072,12014
journal_2,2024,86916,12038
journal_2,2025,57093,8294
journal_2,2026,89196,13118
journal_2,2027,108227,14768
journal_2,2028,58640,8646
journal_2,2029,105719,14844
journal_2,203,83709,12391
journal_2,2030,88295,12418
journal_2,2031,153310,21526
journal_2,2032,95503,13719
journal_2,2033,10244,1278
journal_2,2034,100358,14694
journal_2,2035,83001,12009
journal_2,2036,91761,12372
journal_2,2037,90589,12584
journal_2,2038,68720,9930
journal_2,2039,80915,11320
journal_2,204,66458,9617
journal_2,2040,81700,11684
journal_2,2041,84920,10480
journal_2,2042,90024,12869
journal_2,2043,80010,11397
journal_2,2044,92001,12645
journal_2,2045,97285,14403
journal_2,2046,66883,9764
journal_2,2047,97273,13163
journal_2,2048,68406,10193
journal_2,2049,112233,16489
journal_2,205,57160,8954
journal_2,2050,69038,9871
journal_2,2051,75306,10734
journal_2,2052,103320,14540
journal_2,2053,97465,13807
journal_2,2054,83117,11504
journal_2,2055,157915,21378
journal_2,2056,10240,1278
journal_2,2057,89239,12903
journal_2,2058,111513,16043
journal_2,2059,97231,13893
journal_2,206,7432,917
journal_2,2060,67176,9695
journal_2,2061,139296,20607
journal_2,2062,72352,10247
journal_2,2063,74994,10586
journal_2,2064,120184,17798
journal_2,2065,57023,8330
journal_2,2066,74934,11015
journal_2,2067,100172,14964
journal_2,2068,66478,9669
journal_2,2069,70179,9810
journal_2,207,66413,10020
journal_2,2070,120061,18329
journal_2,2071,75599,11056
journal_2,2072,89292,12701
journal_2,2073,52695,7457
journal_2,2074,73684,10669
journal_2,2075,130863,18179
journal_2,2076,72352,10343
journal_2,2077,73013,10506
journal_2,2078,63881,9388
journal_2,2079,74786,10374
journal_2,208,72500,10077
journal_2,2080,103552,14188
journal_2,2081,98087,14838
journal_2,2082,10280,1280
journal_2,2083,66301,9665
journal_2,2084,95972,14134
journal_2,2085,92254,12683
journal_2,2086,69195,9653
journal_2,2087,126164,17343
journal_2,2088,125804,17607
journal_2,2089,137317,19727
journal_2,209,58088,8859
journal_2,2090,115307,15888
journal_2,2091,88085,13084
journal_2,2092,88432,12345
journal_2,2093,79608,11491
journal_2,2094,74031,10534
journal_2,2095,66816,10405
journal_2,2096,67485,9955
journal_2,2097,92953,12908
journal_2,2098,120428,16954
journal_2,2099,111276,16333
journal_2,21,82565,12412
journal_2,210,77262,11398
journal_2,2100,85028,12111
journal_2,2101,84196,12239
journal_2,2102,8667,1067
journal_2,2103,72627,10033
journal_2,2104,10267,1279
journal_2,2105,105142,14287
journal_2,2106,82258,11809
journal_2,2107,83894,11523
journal_2,2108,91706,13032
journal_2,2109,85204,12452
journal_2,211,7698,950
journal_2,2110,49007,7095
journal_2,2111,77640,10683
journal_2,2112,89694,11921
journal_2,2113,60858,8328
journal_2,2114,130304,19067
journal_2,2115,66243,9160
journal_2,2116,95846,14349
journal_2,2117,202279,27186
journal_2,2118,66482,9086
journal_2,2119,81193,11546
journal_2,212,42841,5977
journal_2,2120,117816,16490
journal_2,2121,117564,17530
journal_2,2122,127507,18870
journal_2,2123,77283,11040
journal_2,2124,150064,21009
journal_2,2125,94302,13765
journal_2,2126,77917,10540
journal_2,2127,75902,11145
journal_2,2128,63318,9031
journal_2,2129,91050,13207
journal_2,213,69045,9329
journal_2,2130,93261,13191
journal_2,2131,80046,11328
journal_2,2132,121952,16895
journal_2,2133,115765,17080
journal_2,2134,10271,1279
journal_2,2135,58160,8238
journal_2,2136,122532,17627
journal_2,2137,133630,18596
journal_2,2138,91826,13100
journal_2,2139,99867,14724
journal_2,214,45351,6663
journal_2,2140,74353,10726
journal_2,2141,52246,7494
journal_2,2142,106854,14862
journal_2,2143,58181,8461
journal_2,2144,84952,11752
journal_2,2145,95639,14097
journal_2,2146,64898,9203
journal_2,2147,99326,14402
journal_2,2148,94287,13552
journal_2,2149,77588,10973
journal_2,215,70716,10430
journal_2,2150,120775,16991
journal_2,2151,96855,13908
journal_2,2152,58993,8405
journal_2,2153,68620,9256
journal_2,2154,72723,10210
journal_2,2155,81506,11744
journal_2,2156,74578,10619
journal_2,2157,88959,12691
journal_2,2158,61364,8713
journal_2,2159,74679,10568
journal_2,216,36897,5186
journal_2,2160,80177,11122
journal_2,2161,80713,11470
journal_2,2162,80416,11408
journal_2,2163,105669,16579
journal_2,2164,126632,18141
journal_2,2165,85526,11367
journal_2,2166,90521,12445
journal_2,2167,10336,1281
journal_2,2168,6765,876
journal_2,2169,112994,15199
journal_2,217,7421,913
journal_2,2170,54869,7379
journal_2,2171,94267,13606
journal_2,2172,78144,10990
journal_2,2173,72562,10165
journal_2,2174,58745,8843
journal_2,2175,92764,12701
journal_2,2176,67503,9732
journal_2,2177,95483,13535
journal_2,2178,92946,13091
journal_2,2179,64042,9020
journal_2,218,81825,12094
journal_2,2180,85572,11942
journal_2,2181,83744,12188
journal_2,2182,78366,11192
journal_2,2183,62997,9184
journal_2,2184,90684,12536
journal_2,2185,101639,14230
journal_2,2186,88212,12468
journal_2,2187,78994,11042
journal_2,2188,55057,7662
journal_2,2189,78443,10970
journal_2,219,48366,6942
journal_2,2190,10200,1280
journal_2,2191,74773,10240
journal_2,2192,105777,15313
journal_2,2193,95937,12107
journal_2,2194,92537,13862
journal_2,2195,78624,10625
journal_2,2196,68667,9580
journal_2,2197,83609,12860
journal_2,2198,99966,14401
journal_2,2199,99712,13774
journal_2,22,56892,8542
journal_2,220,81316,12039
journal_2,2200,74495,10570
journal_2,2201,153790,20743
journal_2,2202,115074,15557
journal_2,2203,129342,16851
journal_2,2204,124922,17612
journal_2,2205,106599,15124
journal_2,2206,90555,13099
journal_2,2207,79903,10965
journal_2,2208,157684,21033
journal_2,2209,87360,12235
journal_2,221,49541,7142
journal_2,2210,130907,17951
journal_2,2211,130368,18728
journal_2,2212,73023,10481
journal_2,2213,137985,20208
journal_2,2214,108622,15629
journal_2,2215,92067,12943
journal_2,2216,126538,17367
journal_2,2217,75165,10539
journal_2,2218,10202,1280
journal_2,2219,65162,9461
journal_2,222,7423,913
journal_2,2220,102868,14212
journal_2,2221,102586,14134
journal_2,2222,131108,18351
journal_2,2223,180938,26922
journal_2,2224,74643,10575
journal_2,2225,74478,9901
journal_2,2226,99329,14320
journal_2,2227,82688,10738
journal_2,2228,90221,11614
journal_2,2229,140460,18760
journal_2,223,63205,9245
journal_2,2230,75472,10708
journal_2,2231,129946,18155
journal_2,2232,65944,9547
journal_2,2233,96280,12627
journal_2,2234,162651,22767
journal_2,2235,74804,10463
journal_2,2236,105367,14370
journal_2,2237,91004,13023
journal_2,2238,92536,12961
journal_2,2239,113032,14464
journal_2,224,61016,9061
journal_2,2240,10202,1280
journal_2,2241,75066,10490
journal_2,2242,115320,16358
journal_2,2243,110466,15096
journal_2,2244,90769,12520
journal_2,2245,83057,10734
journal_2,2246,116987,16393
journal_2,2247,101167,14636
journal_2,2248,83785,11883
journal_2,2249,115966,16065
journal_2,225,38893,5626
journal_2,2250,108659,16178
journal_2,2251,103302,14196
journal_2,2252,95433,13619
journal_2,2253,89740,12629
journal_2,2254,81847,11440
journal_2,2255,132559,18094
journal_2,2256,100174,13683
journal_2,2257,88399,12027
journal_2,2258,133473,17857
journal_2,2259,96208,13348
journal_2,226,44117,6100
journal_2,2260,10262,1271
journal_2,2261,59022,8447
journal_2,2262,121509,17045
journal_2,2263,87710,12948
journal_2,2264,100007,13788
journal_2,2265,69652,9486
journal_2,2266,71465,10408
journal_2,2267,79032,11497
journal_2,2268,88707,12605
journal_2,2269,51700,7132
journal_2,227,7485,921
journal_2,2270,77901,11250
journal_2,2271,99015,13938
journal_2,2272,92114,13025
journal_2,2273,80332,11734
journal_2,2274,86369,12062
journal_2,2275,79559,10938
journal_2,2276,149965,21075
journal_2,2277,77226,11173
journal_2,2278,136667,19890
journal_2,2279,75988,10940
journal_2,228,63319,9032
journal_2,2280,83168,11568
journal_2,2281,63428,8790
journal_2,2282,114249,16181
journal_2,2283,91452,12942
journal_2,2284,113942,15426
journal_2,2285,82219,11885
journal_2,2286,115630,16291
journal_2,2287,10262,1271
journal_2,2288,90557,12890
journal_2,2289,102112,14613
journal_2,229,61425,8772
journal_2,2290,74737,10286
journal_2,2291,59182,8383
journal_2,2292,64310,9050
journal_2,2293,116933,16652
journal_2,2294,85264,12536
journal_2,2295,78785,11793
journal_2,2296,139369,20607
journal_2,2297,10262,1271
journal_2,2298,77777,10389
journal_2,2299,95195,13565
journal_2,23,59531,8481
journal_2,230,64910,9381
journal_2,2300,81114,11593
journal_2,2301,83020,11943
journal_2,2302,75680,10728
journal_2,2303,80867,11765
journal_2,2304,72733,9922
journal_2,2305,80092,11238
journal_2,2306,99231,14097
journal_2,2307,84798,11530
journal_2,2308,109321,15426
journal_2,2309,113502,16167
journal_2,231,61277,9208
journal_2,2310,67382,9487
journal_2,2311,111794,15886
journal_2,2312,90461,12375
journal_2,2313,59542,8163
journal_2,2314,84639,11794
journal_2,2315,68551,9707
journal_2,2316,73058,10358
journal_2,2317,101334,14457
journal_2,2318,104862,15394
journal_2,2319,63147,8843
journal_2,232,71206,9760
journal_2,2320,10266,1274
journal_2,2321,75932,10498
journal_2,2322,90160,12949
journal_2,2323,95239,13309
journal_2,2324,57371,7922
journal_2,2325,51373,7614
journal_2,2326,126176,18153
journal_2,2327,62131,8642
journal_2,2328,73554,10432
journal_2,2329,103649,15265
journal_2,233,65326,9800
journal_2,2330,83620,11573
journal_2,2331,82773,11647
journal_2,2332,146797,20261
journal_2,2333,132260,19363
journal_2,2334,112860,16563
journal_2,2335,127064,17900
journal_2,2336,87996,12033
journal_2,2337,102386,14672
journal_2,2338,150627,21962
journal_2,2339,10192,1280
journal_2,234,75467,10590
journal_2,2340,95681,13236
journal_2,2341,71349,10354
journal_2,2342,138764,19088
journal_2,2343,73966,10563
journal_2,2344,72827,10396
journal_2,2345,96145,12835
journal_2,2346,70446,9740
journal_2,2347,67935,9915
journal_2,2348,85742,12101
journal_2,2349,92272,13267
journal_2,235,6120,774
journal_2,2350,88927,12526
journal_2,2351,93409,13083
journal_2,2352,107085,14880
journal_2,2353,88602,12555
journal_2,2354,115699,16606
journal_2,2355,72904,10260
journal_2,2356,144028,21127
journal_2,2357,104496,14491
journal_2,2358,71847,10000
journal_2,2359,106049,15645
journal_2,236,5012,560
journal_2,2360,119582,16992
journal_2,2361,63666,9201
journal_2,2362,100822,14763
journal_2,2363,129186,19212
journal_2,2364,117523,16944
journal_2,2365,77824,11367
journal_2,2366,82284,11486
journal_2,2367,52396,7596
journal_2,2368,10196,1280
journal_2,2369,81683,11449
journal_2,237,7503,923
journal_2,2370,65235,9308
journal_2,2371,59772,8679
journal_2,2372,78080,11234
journal_2,2373,116924,16629
journal_2,2374,115543,16128
journal_2,2375,95123,13114
journal_2,2376,59085,7979
journal_2,2377,78693,11378
journal_2,2378,89410,13143
journal_2,2379,94778,13441
journal_2,238,31749,4658
journal_2,2380,82120,11168
journal_2,2381,65696,9248
journal_2,2382,106996,15272
journal_2,2383,76838,10662
journal_2,2384,88689,12745
journal_2,2385,90332,13304
journal_2,2386,50354,7265
journal_2,2387,97123,13824
journal_2,2388,98101,13898
journal_2,2389,10195,1280
journal_2,239,49312,7022
journal_2,2390,111604,15425
journal_2,2391,74469,10522
journal_2,2392,71947,10439
journal_2,2393,61210,9101
journal_2,2394,60879,8165
journal_2,2395,92376,12871
journal_2,2396,65790,9319
journal_2,2397,142265,20098
journal_2,2398,124718,18129
journal_2,2399,83208,11924
journal_2,24,1809,168
journal_2,240,83184,11603
journal_2,2400,56533,7549
journal_2,2401,54745,7801
journal_2,2402,64826,9235
journal_2,2403,165958,20299
journal_2,2404,87943,11626
journal_2,2405,93687,11817
journal_2,2406,121881,16030
journal_2,2407,82258,11635
journal_2,2408,72294,10327
journal_2,2409,85354,12480
journal_2,241,48076,6999
journal_2,2410,98544,13441
journal_2,2411,112106,16494
journal_2,2412,143228,19040
journal_2,2413,100750,14357
journal_2,2414,98861,13293
journal_2,2415,101845,14424
journal_2,2416,113807,16527
journal_2,2417,10200,1280
journal_2,2418,117380,17105
journal_2,2419,69326,9871
journal_2,242,53751,7488
journal_2,2420,108167,15575
journal_2,2421,139081,20003
journal_2,2422,113734,15493
journal_2,2423,171450,23418
journal_2,2424,93360,12477
journal_2,2425,84330,11294
journal_2,2426,112967,15161
journal_2,2427,92807,13353
journal_2,2428,94006,13552
journal_2,2429,83494,11598
journal_2,243,67275,10272
journal_2,2430,108040,14811
journal_2,2431,147124,20508
journal_2,2432,85411,11910
journal_2,2433,100398,13576
journal_2,2434,125096,17858
journal_2,2435,88635,12458
journal_2,2436,157473,20835
journal_2,2437,86516,12230
journal_2,2438,134785,16973
journal_2,2439,111314,15718
journal_2,244,54770,8341
journal_2,2440,123821,16687
journal_2,2441,64942,9341
journal_2,2442,87278,12708
journal_2,2443,104156,14080
journal_2,2444,127502,18305
journal_2,2445,74869,10759
journal_2,2446,79910,11368
journal_2,2447,91527,12392
journal_2,2448,90973,12747
journal_2,2449,105684,14513
journal_2,245,30042,4504
journal_2,2450,70621,9356
journal_2,2451,97662,14107
journal_2,2452,135615,18982
journal_2,2453,105290,15206
journal_2,2454,72506,10506
journal_2,2455,87362,12602
journal_2,2456,10206,1280
journal_2,2457,88676,12604
journal_2,2458,81479,11033
journal_2,2459,88841,12267
journal_2,246,63459,9136
journal_2,2460,101495,14373
journal_2,2461,76045,10829
journal_2,2462,135222,18136
journal_2,2463,82400,11662
journal_2,2464,123043,17171
journal_2,2465,40819,5952
journal_2,2466,89674,12882
journal_2,2467,207204,28449
journal_2,2468,102960,14126
journal_2,2469,136940,19303
journal_2,247,7737,936
journal_2,2470,94608,13862
journal_2,2471,87318,12525
journal_2,2472,105436,14734
journal_2,2473,57278,8232
journal_2,2474,121182,16712
journal_2,2475,74465,10601
journal_2,2476,98124,14105
journal_2,2477,16382,2213
journal_2,2478,135812,18930
journal_2,2479,10179,1284
journal_2,248,9914,1389
journal_2,2480,71481,10114
journal_2,2481,95069,13478
journal_2,2482,137725,18787
journal_2,2483,91752,12938
journal_2,2484,87585,12428
journal_2,2485,122977,17410
journal_2,2486,123557,16056
journal_2,2487,138227,18563
journal_2,2488,181965,24413
journal_2,2489,100492,14314
journal_2,249,56369,7895
journal_2,2490,101909,14224
journal_2,2491,204854,25365
journal_2,2492,128833,17434
journal_2,2493,81054,11591
journal_2,2494,82674,11383
journal_2,2495,121768,17440
journal_2,2496,94538,12800
journal_2,2497,131822,17394
journal_2,2498,107926,14652
journal_2,2499,122161,16816
journal_2,25,43024,6187
journal_2,250,48453,6991
journal_2,2500,157551,21188
journal_2,2501,91972,13151
journal_2,2502,91595,12409
journal_2,2503,107664,15155
journal_2,2504,10181,1284
journal_2,2505,202378,25616
journal_2,2506,125583,17202
journal_2,2507,166668,24667
journal_2,2508,98119,13325
journal_2,2509,102876,14344
journal_2,251,41294,5676
journal_2,2510,105087,13794
journal_2,2511,102652,14897
journal_2,2512,84363,11820
journal_2,2513,75292,10711
journal_2,2514,145154,19912
